province;red;green;blue;name;x;color_hexa
1790;73;36;126;Western Australia;x;#49247E
1791;201;38;173;Central Australia;x;#C926AD
1792;201;42;79;Merina;x;#C92A4F
1793;74;44;126;El Djouf;x;#4A2C7E
1794;202;46;173;Central Sahara;x;#CA2EAD
1795;74;48;32;East Sahara;x;#4A3020
1796;202;50;79;Central Africa;x;#CA324F
1797;74;52;126;Inner Kongo;x;#4A347E
1798;202;54;173;Imatong;x;#CA36AD
1799;74;56;32;Urgoma;x;#4A3820
1800;203;58;79;Limpopo;x;#CB3A4F
1801;75;60;126;Kalahari;x;#4B3C7E
1802;203;62;173;Northern Amazonas;x;#CB3EAD
1803;75;64;32;Southern Amazonas;x;#4B4020
1804;203;66;79;Greenland;x;#CB424F
1805;75;68;126;Québec;x;#4B447E
1806;203;70;173;Weagamow;x;#CB46AD
1807;76;72;32;Baffin Island;x;#4C4820
1808;204;74;79;Great Basin;x;#CC4A4F
1809;76;76;126;Great Plains;x;#4C4C7E
1810;204;78;173;Alaska;x;#CC4EAD
1811;76;80;32;Nunavut;x;#4C5020
1812;204;82;79;Northwest Territories;x;#CC524F
1813;76;84;126;Saskatchewan;x;#4C547E
1814;205;86;173;Columbia;x;#CD56AD
1815;77;88;32;Ayeyarwady;x;#4D5820
1816;205;90;79;Hejian;x;#CD5A4F
1817;77;92;126;Nan;x;#4D5C7E
1818;205;94;173;Chikuzen;x;#CD5EAD
1819;77;96;32;Tosa;x;#4D6020
1820;205;98;79;Awa;x;#CD624F
1821;78;100;126;Nanjing;x;#4E647E
1822;206;102;173;Shangai;x;#CE66AD
1823;78;104;32;Stung Treng;x;#4E6820
1824;206;106;79;Wenzhou;x;#CE6A4F
1825;78;108;126;Aki;x;#4E6C7E
1826;206;110;173;Lika;x;#CE6EAD
1827;78;112;32;Raska;x;#4E7020
1828;207;114;79;Soli;x;#CF724F
1829;79;116;126;Xiamen;x;#4F747E
1830;207;118;173;Tajima;x;#CF76AD
1831;79;120;32;Travunia;x;#4F7820
1832;207;122;79;Yamato;x;#CF7A4F
1833;79;124;126;Ji'an;x;#4F7C7E
1834;207;126;173;Dorpat;x;#CF7EAD
1835;80;128;32;Mino;x;#508020
1836;208;130;79;Nanyang;x;#D0824F
1837;80;132;126;Etchu;x;#50847E
1838;208;134;173;Hefei;x;#D086AD
1839;80;136;32;Totomi;x;#508820
1840;208;138;79;Guilin;x;#D08A4F
1841;80;140;126;Marienburg;x;#508C7E
1842;209;142;173;Narva;x;#D18EAD
1843;81;144;32;Kozuke;x;#519020
1844;209;146;79;Xiankhouang;x;#D1924F
1845;81;148;126;Pyeongyang;x;#51947E
1846;209;150;173;Amasya;x;#D196AD
1847;81;152;32;Shiribeshi;x;#519820
1848;209;154;79;Hamid;x;#D19A4F
1849;82;156;126;Hama;x;#529C7E
1850;210;158;173;Mudanjiang;x;#D29EAD
1851;82;32;32;Ribatejo;x;#522020
1852;210;34;79;Tokachi;x;#D2224F
1853;82;36;126;Kozani;x;#52247E
1854;210;38;173;Jaffa;x;#D226AD
1855;82;40;32;Sidon;x;#522820
1856;211;42;79;Abkhazia;x;#D32A4F
1857;83;44;126;Lauenburg;x;#532C7E
1858;211;46;173;Stettin;x;#D32EAD
1859;83;48;32;Torun;x;#533020
1860;211;50;79;Norfolk;x;#D3324F
1861;83;52;126;Derby;x;#53347E
1862;211;54;173;Cremona;x;#D336AD
1863;84;56;32;Graz;x;#543820
1864;212;58;79;Somogy;x;#D43A4F
1865;84;60;126;Ghent;x;#543C7E
1866;212;62;173;Namur ;x;#D43EAD
1867;84;64;32;Freiburg;x;#544020
1868;212;66;79;Augsburg;x;#D4424F
1869;84;68;126;Zürich;x;#54447E
1870;213;70;173;S:t Gallen;x;#D546AD
1871;85;72;32;Wallis;x;#554820
1872;86;84;126;Ulm;x;#56547E
1873;85;76;126;Chur;x;#554C7E
1874;213;78;173;Bremen;x;#D54EAD
1875;142;110;192;Turin;x;#8E6EC0
1876;213;82;79;Frankfurt;x;#D5524F
1877;86;92;126;Charolais;x;#565C7E
1878;214;86;173;Aachen;x;#D656AD
1879;86;88;32;Alencon;x;#565820
1880;214;90;79;Sundgau;x;#D65A4F
1881;213;74;79;St. Barthélemy;x;#D54A4F
1882;214;94;173;Bône;x;#D65EAD
1883;0;0;232;Western Finish lakes;x;#0000E8
1884;1;0;236;East Finish lakes;x;#0100EC
1885;2;0;240;Central finish lakes;x;#0200F0
1886;3;0;244;Storavan;x;#0300F4
1887;4;0;248;Storsjon;x;#0400F8
1888;5;0;232;Kara Sea;x;#0500E8
1889;6;0;236;Lake geneva;x;#0600EC
1890;7;0;240;Bodensee;x;#0700F0
1891;8;0;244;Tuz Gola;x;#0800F4
1892;9;0;248;Lake Van;x;#0900F8
1893;10;0;232;Lake Daryacheh;x;#0A00E8
1894;11;0;236;Sevan Lake;x;#0B00EC
1895;12;0;240;Lake Taihu;x;#0C00F0
1896;13;0;244;Lake Hongze;x;#0D00F4
1897;14;0;248;Dongting;x;#0E00F8
1898;15;0;232;Tonie Sap Lake;x;#0F00E8
1899;16;0;236;Tana lake;x;#1000EC
1900;17;0;240;Lake Turkana;x;#1100F0
1901;81;104;191;Mpangu;x;#5168BF
1902;19;0;248;Lake Poopo;x;#1300F8
1903;20;0;232;Lake Champlain;x;#1400E8
1904;21;0;236;Lac Saint Jean;x;#1500EC
1905;22;0;240;Lac Manicouagan;x;#1600F0
1906;23;0;244;Lac Michikamau;x;#1700F4
1907;24;0;248;Lac Bienville;x;#1800F8
1908;25;0;232;Lac Al Eau Claire;x;#1900E8
1909;26;0;236;Lac Minto;x;#1A00EC
1910;27;0;240;La Grande Riviere;x;#1B00F0
1911;28;0;244;Lake Island;x;#1C00F4
1912;29;0;248;Lake Reindeer;x;#1D00F8
1913;30;0;232;Wollaston Lake;x;#1E00E8
1914;31;0;236;Great Slave Lake;x;#1F00EC
1915;32;0;240;Lake Athabasca;x;#2000F0
1916;33;0;244;Dubawni Lake;x;#2100F4
1917;34;0;248;Yathkyed Lake;x;#2200F8
1918;35;0;232;Kasba Lake;x;#2300E8
1919;36;0;236;Nueltin Lake;x;#2400EC
1920;37;0;240;Wholdaia Lake;x;#2500F0
1921;38;0;244;Peter Pond Lake;x;#2600F4
1922;39;0;248;Great salt lake;x;#2700F8
1923;40;0;232;Williston Lake;x;#2800E8
1924;62;206;252;Greenland tip;x;#3ECEFC
1925;225;191;200;Tana;x;#E1BFC8
1926;62;230;252;Northern baltic sea;x;#3EE6FC
1927;62;218;252;Eastern baltic sea;x;#3EDAFC
1928;62;234;252;Western Alands sea;x;#3EEAFC
1929;62;210;252;Western Norwegian Sea;x;#3ED2FC
1930;237;154;79;Åland;x;#ED9A4F
1931;130;60;50;East Frisia;x;#823C32
1932;49;150;248;Gulf of Satalia;x;#3196F8
1933;50;0;232;Bari;x;#3200E8
1934;251;0;36;Lucania;x;#FB0024
1935;52;0;240;Semigallia;x;#3400F0
1936;55;0;0;Kovno;x;#370000
1937;65;0;250;Grodno;x;#4100FA
1938;75;0;25;Wizna;x ;#4B0019
1939;85;0;225;Leczyca;x;#5500E1
1940;95;0;50;Belz;x;#5F0032
1941;105;0;200;Turov;x;#6900C8
1942;110;0;75;Zhytomyr;x;#6E004B
1943;115;0;175;Bratslav;x;#7300AF
1944;120;0;100;Cherkasy;x;#780064
1945;125;0;150;Novgorod-Seversky;x;#7D0096
1946;63;0;244;Desh;x;#3F00F4
1947;64;0;248;Gingee;x;#4000F8
1948;65;0;232;Bidar;x;#4100E8
1949;66;0;236;Tirupati;x;#4200EC
1950;67;0;240;Meghalaya;x;#4300F0
1951;68;0;244;Hunyad;x;#4400F4
1952;69;0;248;Maramaros;x;#4500F8
1953;70;0;232;Szabolcs;x;#4600E8
1954;71;0;236;Torontal;x;#4700EC
1955;172;146;192;Kholmogory;x;#AC92C0
1956;73;0;244;Suzdal;x;#4900F4
1957;74;0;248;Galich;x;#4A00F8
1958;75;0;232;Kargopol;x;#4B00E8
1959;76;0;236;Torzhok;x;#4C00EC
1960;77;0;240;Ostrov;x;#4D00F0
1961;78;0;244;Ladoga;x;#4E00F4
1962;79;0;248;Kudymkar;x;#4F00F8
1963;80;0;232;Cherdyn;x;#5000E8
1964;81;0;236;Ust-Sysolsk;x;#5100EC
1965;88;116;126;Buzuluk;x;#58747E
1966;216;118;173;Chelyaba;x;#D876AD
1967;217;126;173;Khujand;x;#D97EAD
1968;89;128;32;Kulob;x;#598020
1969;216;122;79;Sozak;x;#D87A4F
1970;88;120;32;Syghnak;x;#587820
1971;88;112;32;Tsaritsyn;x;#587020
1972;216;114;79;Udmurtia;x;#D8724F
1973;88;124;126;Urgench;x;#587C7E
1974;215;110;173;Yedishkul;x;#D76EAD
1975;105;225;255;Sea of Jutland;x;#69E1FF
1976;93;0;244;Dead Sea;x;#5D00F4
1977;94;0;248;Mälaren;x;#5E00F8
1978;95;0;232;Shetlands;x;#5F00E8
1979;96;0;236;Färöarnax;x;#6000EC
1980;136;253;253;Sea of Japan;x;#88FDFD
1981;98;0;244;Bornholm;x;#6200F4
1982;99;0;248;Blekinge;x;#6300F8
1983;100;0;232;Lolland;x;#6400E8
1984;101;0;236;Nordjylland;x;#6500EC
1985;102;240;0;Närke;x;#66F000
1986;103;0;244;New Caledonia;x;#6700F4
1987;104;0;248;Society Islands;x;#6800F8
1988;105;0;232;Rapa Nui;x;#6900E8
1989;106;0;236;Tonga;x;#6A00EC
1990;107;0;240;Tuvalu;x;#6B00F0
1991;108;0;244;Gilbert Islands;x;#6C00F4
1992;109;0;248;Nauru;x;#6D00F8
1993;110;0;232;Marshall Islands;x;#6E00E8
1994;111;0;236;Wake;x;#6F00EC
1995;112;0;240;Micronesia;x;#7000F0
1996;113;0;244;Palau;x;#7100F4
1997;114;0;248;Midway;x;#7200F8
1998;115;0;232;Christmas Island;x;#7300E8
1999;116;0;236;Cocos Island;x;#7400EC
2000;60;221;221;Qinghai Lake;x;#3CDDDD
2001;95;200;200;Siling Lake;x;#5FC8C8
2002;200;135;255;Galápagos Islands;x;#C887FF
2003;120;2;232;Ktunaxa;X;#7802E8
2004;125;4;236;Niitsitapi;x;#7D04EC
2005;130;8;240;Asinaan;x;#8208F0
2006;135;16;244;Apsáalooke;x;#8710F4
2007;140;32;248;Arikara;x;#8C20F8
2008;145;64;232;Yankton;x;#9140E8
2009;150;128;236;Teton;x;#9680EC
2010;55;1;80;Connecticut;x;#370150
2011;155;2;120;Shenandoah;x;#9B0278
2012;105;3;160;Arsigantegok;x;#6903A0
2013;75;4;40;Kennebec;x;#4B0428
2014;105;6;160;Natchitoches;x;#6906A0
2015;65;7;40;Nipigon;x;#410728
2016;155;8;120;Bungi;x;#9B0878
2017;105;9;160;Nehiyawewin;x;#6909A0
2018;55;10;40;Tsuutina;x;#370A28
2019;105;11;120;Nimiipu;x;#690B78
2020;155;12;160;Bannock;x;#9B0CA0
2021;25;13;70;Miwok;x;#190D46
2022;155;5;120;Haida;x;#9B0578
2023;55;14;120;Munsee;x;#370E78
2024;255;15;160;Ajiraan;x;#FF0FA0
2025;255;16;40;South Georgia;x;#FF1028
2026;255;17;120;Tanjore;x;#FF1178
2027;230;18;160;Arcot;x;#E612A0
2028;255;19;90;Mahur;x;#FF135A
2029;255;20;120;South Kanara;x;#FF1478
2030;255;21;160;Goa;x;#FF15A0
2031;16;134;155;Morasanadu;x;#10869B
2032;16;245;155;Malenadu;x;#10F59B
2033;188;164;69;Savanaur;x;#BCA445
2034;255;120;0;Pune;x;#FF7800
2035;81;148;103;Gulbarga;x;#519467
2036;156;172;45;Baglana;x;#9CAC2D
2037;205;119;117;Warangal;x;#CD7775
2038;213;157;165;Midnapore;x;#D59DA5
2039;213;242;165;Sunderbans;x;#D5F2A5
2040;84;237;87;Sadiya;x;#54ED57
2041;64;189;3;Manipur;x;#40BD03
2042;246;92;62;Koch Hajo;x;#F65C3E
2043;0;225;69;Balasore;x;#00E145
2044;181;16;160;Bhagalpur;x;#B510A0
2045;53;124;86;Rangpur;x;#357C56
2046;193;131;23;Nasirabad;x;#C18317
2047;85;160;133;Tirhut;x;#55A085
2048;198;203;170;Garjat;x;#C6CBAA
2049;73;18;169;Khurda;x;#4912A9
2050;184;70;8;Chanda;x;#B84608
2051;215;241;160;Bhavnagar;x;#D7F1A0
2052;122;234;32;Navanagar;x;#7AEA20
2053;225;142;66;Patan;x;#E18E42
2054;156;201;151;Ahmadabad;x;#9CC997
2055;156;201;221;Gorakhpur;x;#9CC9DD
2056;156;61;221;Rewakantha;x;#9C3DDD
2057;75;190;64;Bhelsa;x;#4BBE40
2058;231;98;182;Mewar;x;#E762B6
2059;237;96;10;Kalpi;x;#ED600A
2060;255;192;227;Upper Doab;x;#FFC0E3
2061;255;192;0;Katehar;x;#FFC000
2062;193;76;178;Panipat;x;#C14CB2
2063;152;160;243;Etawah;x;#98A0F3
2064;202;218;255;Shekhawati;x;#CADAFF
2065;53;215;217;Batthiana;x;#35D7D9
2066;116;145;119;Nagaur;x;#749177
2067;212;53;53;Gorwar;x;#D43535
2068;72;225;192;Siwistan;x;#48E1C0
2069;187;154;212;Kumaon;x;#BB9AD4
2070;123;181;72;Chaubisi Rajas;x;#7BB548
2071;234;189;93;Limbuwan;x;#EABD5D
2072;96;229;237;Bhakkar;x;#60E5ED
2073;154;192;44;Baltistan;x;#9AC02C
2074;151;175;205;Ladakh;x;#97AFCD
2075;0;18;255;Doaba;x;#0012FF
2076;0;194;255;Sialkot;x;#00C2FF
2077;224;140;221;Margalla;x;#E08CDD
2078;32;140;221;Bannu;x;#208CDD
2079;132;140;221;Dera Ghazi Khan;x;#848CDD
2080;219;108;9;Srikakulam;x;#DB6C09
2081;142;80;134;Lakhnor;x;#8E5086
2082;17;138;94;Raipur;x;#118A5E
2083;205;86;82;Kosta;x;#CD5652
2084;193;0;241;Konaseema;x;#C100F1
2085;161;165;225;Tiruchirapalli;x;#A1A5E1
2086;197;225;191;Cholistan;x;#C5E1BF
2087;224;213;178;Ajmer;x;#E0D5B2
2088;66;156;186;Umarkot;x;#429CBA
2089;81;142;66;Chaul;x;#518E42
2090;154;52;179;Rayalaseema;x;#9A34B3
2091;145;33;11;Tripura;x;#91210B
2092;170;185;212;Mahadeo;x;#AAB9D4
2093;230;190;64;Mandsaur;x;#E6BE40
2094;78;155;191;Bahreich;x;#4E9BBF
2095;222;94;94;Varanasi;x;#DE5E5E
2096;210;243;194;Damin;x;#D2F3C2
2097;95;101;222;Baghelkhand;x;#5F65DE
2098;148;136;138;Surguja;x;#94888A
2099;193;207;44;Kandy;x;#C1CF2C
2100;195;123;121;Vanni;x;#C37B79
2101;186;239;22;Tirunelveli;x;#BAEF16
2102;215;191;26;Urkan;x;#D7BF1A
2103;103;132;224;Udi;x;#6784E0
2104;104;136;64;Birija;x;#688840
2105;105;148;160;Kuru;x;#6994A0
2106;105;162;80;Furdan;x;#69A250
2107;104;158;240;Ningguta;x;#689EF0
2108;100;98;144;Huncun;x;#646290
2109;100;90;80;Boduna;x;#645A50
2110;99;86;240;Yehe;x;#6356F0
2111;199;223;102;Hetu Ala;x;#C7DF66
2112;115;210;143;Andong;x;#73D28F
2113;193;133;132;Gaizhou;x;#C18584
2114;106;172;160;Ereen;x;#6AACA0
2115;107;180;224;Chahar;x;#6BB4E0
2116;108;206;240;Ih Huree;x;#6CCEF0
2117;219;224;124;Zasagt;x;#DBE07C
2118;116;102;240;Urzhar;x;#7466F0
2119;114;56;64;Chuguchak;x;#723840
2120;114;115;55;Ili;x;#727337
2121;112;32;64;Kuqa;x;#702040
2122;111;244;160;Hami;x;#6FF4A0
2123;111;254;240;Qakilik;x;#6FFEF0
2124;115;78;240;Yarkand;x;#734EF0
2125;115;86;112;Kochkor;x;#735670
2126;155;139;47;Chuy;x;#9B8B2F
2127;115;82;80;Yashilkul;x;#735250
2128;123;184;128;Ngari;x;#7BB880
2129;122;174;240;Changtang;x;#7AAEF0
2130;121;152;64;Nyingchi;x;#799840
2131;196;187;21;Qamdo;x;#C4BB15
2132;119;138;144;Markam;x;#778A90
2133;118;126;240;Dege;x;#767EF0
2134;119;120;192;Rebgong;x;#7778C0
2135;118;130;80;Garze;x;#768250
2136;124;210;144;Xuanhua;x;#7CD290
2137;143;75;75;Daming;x;#8F4B4B
2138;86;118;240;Wuding;x;#5676F0
2139;145;24;24;Laizhou;x;#911818
2140;238;254;148;Yanzhou;x;#EEFE94
2141;107;218;111;Xuzhou;x;#6BDA6F
2142;84;80;128;Huai'an;x;#545080
2143;190;53;53;Fengyang;x;#BE3535
2144;82;62;176;Fuyang;x;#523EB0
2145;185;51;51;Zhenjiang;x;#B93333
2146;185;197;39;Ningguo;x;#B9C527
2147;150;42;42;Huizhou;x;#962A2A
2148;41;150;61;Shaoxin;x;#29963D
2149;121;54;54;Ningbo;x;#793636
2150;69;102;64;Jinhua;x;#456640
2151;131;100;35;Poyang;x;#836423
2152;144;37;37;Jianning;x;#902525
2153;67;84;112;Tingzhou;x;#435470
2154;233;216;92;Kelang;x;#E9D85C
2155;97;44;96;Middag;x;#612C60
2156;146;81;81;Chaochow;x;#925151
2157;65;52;224;Waichow;x;#4134E0
2158;65;46;176;Shiukwan;x;#412EB0
2159;64;44;160;Leichow;x;#402CA0
2160;65;34;80;Ngaichow;x;#412250
2161;64;32;64;Limchow;x;#402040
2162;68;78;64;Ngchow;x;#444E40
2163;67;62;128;Liuzhou;x;#433E80
2164;67;70;192;Namning;x;#4346C0
2165;255;216;0;Pu'er;x;#FFD800
2166;69;205;50;Dehong;x;#45CD32
2167;75;240;74;Lijiang;x;#4BF04A
2168;79;254;112;Bozhou;x;#4FFE70
2169;149;33;33;Langzhong;x;#952121
2170;90;182;176;Songqu;x;#5AB6B0
2171;153;57;57;Xiangyang;x;#993939
2172;81;48;64;Jingzhou;x;#513040
2173;0;36;255;Yuanling;x;#0024FF
2174;158;62;62;Hengyang;x;#9E3E3E
2175;171;198;23;Runing;x;#ABC617
2176;88;144;64;Shangqiu;x;#589040
2177;89;162;208;Ningwu;x;#59A2D0
2178;90;172;96;Lu'an;x;#5AAC60
2179;91;188;224;Yan'an;x;#5BBCE0
2180;79;246;240;Tianshui;x;#4FF6F0
2181;93;216;64;Pingliang;x;#5DD840
2182;95;236;224;Liangzhou;x;#5FECE0
2183;93;222;112;Taozhou;x;#5DDE70
2184;215;210;43;Xining;x;#D7D22B
2185;103;120;128;Mergen;x;#677880
2186;105;156;224;Iman;x;#699CE0
2187;106;164;96;Sartu;x;#6AA460
2188;100;102;176;Alchuka;x;#6466B0
2189;110;220;160;Tsetserleg;x;#6EDCA0
2190;205;158;124;Qaraqorum;x;#CD9E7C
2191;108;196;160;Ejin;x;#6CC4A0
2192;217;220;84;Korla;x;#D9DC54
2193;96;42;80;Govi;x;#602A50
2194;113;106;26;Kunlun;x;#716A1A
2195;255;18;160;Adyghe;x;#FF12A0
2196;255;19;40;Guria;x;#FF1328
2197;255;25;0;Cabardia;x;#FF1900
2198;255;126;40;Khundzia;x;#FF7E28
2199;255;200;150;Tarki;x;#FFC896
2200;243;202;12;Suleiman Range;x;#F3CA0C
2201;255;22;200;Alania;x;#FF16C8
2202;255;223;0;Melikates;x;#FFDF00
2203;255;23;23;Kakheti;x;#FF1717
2204;255;224;200;Samtskhe;x;#FFE0C8
2205;255;24;40;Nakhchivan;x;#FF1828
2206;255;225;120;Urmia;x;#FFE178
2207;255;125;200;Maragheh;x;#FF7DC8
2208;255;125;215;Terek;x;#FF7DD7
2209;255;24;90;Ilam;x;#FF185A
2210;187;165;22;Kirmanshah;x;#BBA516
2211;187;215;128;Ardalan;x;#BBD780
2212;60;143;34;Zanjan;x;#3C8F22
2213;187;205;22;Qom;x;#BBCD16
2214;81;81;192;Golestan;x;#5151C0
2215;187;24;90;Qazvin;x;#BB185A
2216;187;24;155;Semnan;x;#BB189B
2217;255;112;90;Yasuj;x;#FF705A
2218;165;72;84;Sarvestan;x;#A54854
2219;58;88;180;Bandar Langeh;x;#3A58B4
2220;81;81;255;Bam;x;#5151FF
2221;165;72;137;Mashhad;x;#A54889
2222;81;81;221;Ardakan;x;#5151DD
2223;215;50;155;Larestan;x;#D7329B
2224;190;44;0;Ferah;x;#BE2C00
2225;210;227;0;Bamyan;x;#D2E300
2226;90;187;34;Jalalabad;x;#5ABB22
2227;208;154;12;Kunduz;x;#D09A0C
2228;40;59;211;Maymana;x;#283BD3
2229;90;156;34;Bust;x;#5A9C22
2230;129;171;129;Chakhansur;x;#81AB81
2231;121;210;41;Bela;x;#79D229
2232;190;72;59;Kharan;x;#BE483B
2233;152;137;59;Western Makran;x;#98893B
2234;193;215;62;Rafsanjan;x;#C1D73E
2235;190;72;96;Sabzevar;x;#BE4860
2236;131;211;134;Bojnord;x;#83D386
2237;160;109;157;Tekrur;x;#A06D9D
2238;80;73;160;Kantor;x;#5049A0
2239;120;75;185;Siine;x ;#784BB9
2240;120;137;132;Galam;x;#788984
2241;200;111;182;Beafada;x;#C86FB6
2242;240;69;110;Karou;x;#F0456E
2243;80;135;107;Termes;x;#50876B
2244;160;139;157;Tagant;x;#A08B9D
2245;240;113;207;Wagadu;x;#F071CF
2246;40;115;232;Baghena;x;#2873E8
2247;80;117;83;Walata;x;#507553
2248;120;119;108;Do;x;#78776C
2249;160;151;133;Sibiridugu;x;#A09785
2250;160;77;210;Bendugu;x ;#A04DD2
2251;80;61;184;Bagoe;x ;#503DB8
2252;200;117;235;Lobi;x;#C875EB
2253;160;121;133;Gwiriko;x;#A07985
2254;240;125;232;Bonoman;x;#F07DE8
2255;40;127;183;Gyaaman;x;#287FB7
2256;40;139;159;Dagbon;x;#288B9F
2257;80;129;208;Denkyira;x;#5081D0
2258;120;131;233;Cape Coast;x;#7883E9
2259;160;133;84;Bara;x;#A08554
2260;200;79;235;Mema;x;#C84FEB
2261;160;115;210;Kala;x;#A073D2
2262;116;98;168;Karabara;x;#7462A8
2263;200;91;211;Haayre;x;#C85BD3
2264;200;135;109;Hombori;x;#C8876D
2265;240;119;86;Liptako;x;#F07756
2266;140;199;183;Bilanga;x;#8CC7B7
2267;240;137;134;Tenkodogo;x;#F08986
2268;40;83;11;Aribanda;x;#28530B
2269;200;147;85;Zarmaganda;x;#C89355
2270;40;121;11;Dallol;x;#28790B
2271;80;141;184;Azawagh;x;#508DB8
2272;160;127;186;Azbin;x;#A07FBA
2273;120;143;209;Ader;x;#788FD1
2274;160;145;234;Agades;x;#A091EA
2275;120;125;161;Tenere;x;#787DA1
2276;80;123;136;Itesan;x;#507B88
2277;240;161;86;Kawar;x ;#F0A156
2278;240;149;110;Kebbi;x ;#F0956E
2279;120;155;185;Daura;x;#789BB9
2280;160;157;210;Biram;x;#A09DD2
2281;200;159;235;Rano;x;#C89FEB
2282;40;151;135;Muniyo;x;#289787
2283;240;143;207;Bedde;x;#F08FCF
2284;160;89;186;Manga;x;#A059BA
2285;200;129;211;Marghi;x;#C881D3
2286;240;131;236;Logone;x;#F083EC
2287;40;163;11;Kotoko;x;#28A30B
2288;40;133;82;Yao;x;#288552
2289;40;71;135;Ondo;x ;#284787
2290;240;81;86;Ijebu;x;#F05156
2291;120;87;161;Ketu;x;#7857A1
2292;140;145;232;Moshi;x;#8C91E8
2293;200;141;182;Yawuri;x;#C88DB6
2294;200;153;158;Warri;x;#C8999E
2295;80;147;83;Atakora;x;#509353
2296;209;68;153;Biga;x;#D14499
2297;245;152;169;Saruhan;x;#F598A9
2298;255;230;147;Tekke;x;#FFE693
2299;226;231;102;Bolu;x;#E2E766
2300;198;68;153;Bozok;x;#C64499
2301;0;155;175;Kayseri;x;#009BAF
2302;187;186;222;Icel;x;#BBBADE
2303;167;163;54;Malatya;x;#A7A336
2304;157;36;128;Canik;x;#9D2480
2305;89;153;66;Erzincan;x;#599942
2306;184;183;51;Mush;x;#B8B733
2307;207;225;132;Van;x;#CFE184
2308;0;153;75;Urfa;x;#00994B
2309;132;41;144;Sinjar;x;#842990
2310;250;19;41;Tikrit;x;#FA1329
2311;51;130;63;Samawat;x;#33823F
2312;242;102;96;Wasit;x;#F26660
2313;181;181;52;Antioch;x;#B5B534
2314;49;11;71;Rahba;x;#310B47
2315;139;22;59;Suez;x;#8B163B
2316;4;24;61;Al Gharbia;x;#04183D
2317;149;201;61;Minya;x;#95C93D
2318;157;215;209;Bahariya;x;#9DD7D1
2319;206;231;202;Manfalut;x;#CEE7CA
2320;62;48;146;Ras Gharib;x;#3E3092
2321;203;185;45;Queseer;x;#CBB92D
2322;212;227;131;Wadi Halfa;x;#D4E383
2323;158;168;213;Sahra an Nubyah;x;#9EA8D5
2324;239;69;139;Halaib;x;#EF458B
2325;245;244;179;Tarrana;x;#F5F4B3
2326;178;31;114;Bardiyah;x;#B21F72
2327;154;216;222;Maan;x;#9AD8DE
2328;0;120;91;Tayma;x;#00785B
2329;101;125;54;Yanbu;x;#657D36
2330;59;82;37;Ma'din Sulaym;x;#3B5225
2331;250;203;224;Jeddah;x;#FACBE0
2332;188;228;233;Truba;x;#BCE4E9
2333;0;124;194;Abd al-Qays;x;#007CC2
2334;225;224;174;Badiyat ash Sham;x;#E1E0AE
2335;9;115;187;Dawasir;x;#0973BB
2336;238;16;102;Aflaj;x;#EE1066
2337;255;21;245;Buraydah;x;#FF15F5
2338;201;24;126;Hafar;x;#C9187E
2339;157;34;114;Yabrin;x;#9D2272
2340;91;4;48;Grane;x;#5B0430
2341;213;231;178;Sharqiyah;x;#D5E7B2
2342;56;16;31;Wusta;x;#38101F
2343;117;18;67;Hadramawt;x;#751243
2344;210;25;111;Marib;x;#D2196F
2345;240;238;129;Beihan;x;#F0EE81
2346;252;183;112;Jazan;x;#FCB770
2347;0;120;94;Hofuf;x;#00785E
2348;108;157;64;Chios;x;#6C9D40
2349;71;208;47;Kizil-Su;x;#47D02F
2350;151;50;205;Konjikala;x;#9732CD
2351;169;158;86;Shekty;x;#A99E56
2352;103;104;152;Alty-Kuduk;x;#676898
2353;57;202;53;Tortkara;x;#39CA35
2354;155;167;88;Shegendyk;x;#9BA758
2355;189;174;66;Narym;x;#BDAE42
2356;39;216;132;Shymkent;x;#27D884
2357;211;106;44;Aksary;x;#D36A2C
2358;179;181;74;Altyn;x;#B3B54A
2359;69;186;122;Baganaly;x;#45BA7A
2360;68;40;113;Tobykty;x;#442871
2361;23;130;61;Dzhaman-Kuduk;x;#17823D
2362;168;175;18;Gurganj;x;#A8AF12
2363;145;49;49;Atakent;x;#913131
2364;193;255;128;Talas;x;#C1FF80
2365;183;191;72;Orda;x;#B7BF48
2366;179;165;85;Utva;x;#B3A555
2367;88;175;171;Lower Yik;x;#58AFAB
2368;135;100;164;Karamegdan;x;#8764A4
2369;175;88;119;Lower Ishim;x;#AF5877
2370;108;130;155;Kungirot;x;#6C829B
2371;127;0;0;Song La;x;#7F0000
2372;0;38;255;Hai Phong;x;#0026FF
2373;137;76;72;Hue;x;#894C48
2374;53;204;105;Kauthara;x;#35CC69
2375;244;127;25;Rhade;x;#F47F19
2376;225;191;0;Prek Russey;x;#E1BF00
2377;82;199;61;Teuk Khmao;x;#52C73D
2378;255;0;110;Kratie;x;#FF006E
2379;0;148;255;Battambang;x;#0094FF
2380;190;35;195;Phnom Penh;x;#BE23C3
2381;34;65;11;Luang Namtha;x;#22410B
2382;154;12;26;Savanh Nakhone;x;#9A0C1A
2383;127;31;12;Khukhanor Surin;x;#7F1F0C
2384;17;79;170;Nong Khai;x;#114FAA
2385;42;127;127;Nongbua Lamphu;x;#2A7F7F
2386;91;112;0;Chaiyaphum;x;#5B7000
2387;71;64;128;Phetchaburi;x;#474080
2388;32;38;255;Phitsanulok;x;#2026FF
2389;213;130;225;Phra Bang;x;#D582E1
2390;202;66;152;Chaiya;x;#CA4298
